"","rab.all","rab.win.PA2.1","rab.win.PA2.2","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"ASV40_Order_Christensenellales",9.25855851739076,9.34770418353026,9.04548629976815,-0.36950610483775,1.84463303866193,-0.169719913435521,0.413517296837739,0.00354949889507276,0.011315969738409,0.00366231603803763,0.0106966807552835
"ASV43_Merdimonas.faecis.RS_GCF_001754075_1.",6.87900177592782,6.96727619930007,6.72769846506753,-0.206309065798007,1.93517950636194,-0.082179835019603,0.453109378282001,0.0301507730800447,0.0679771447065233,0.123122841396545,0.195334394571317
"ASV45_Anaerosacchariphilus.sp002160825.RS_GCF_002160825_1.",7.93049791986119,8.05458744475563,7.70783810028026,-0.194159722278654,1.92906758306565,-0.093982203645572,0.457708458450269,0.0782578470640305,0.145685898625639,0.163908174125901,0.246403518812132
"ASV46_Order_Bacteroidales",4.56973548306455,4.04720610162296,5.10615687097847,0.375381457516126,5.31638089559977,0.0602097559129082,0.465706858743079,0.158858051189845,0.244064968869543,0.112105030628488,0.181425111639336
"ASV50_Acutalibacter.timonensis.RS_GCF_900048895_1.",7.84143950161974,8.00522442848245,7.44761967127658,-0.571532162386465,1.92273685560801,-0.244187183623909,0.37880000042922,0.000109498506888417,0.000557026573728829,2.96715710153207e-05,0.00016402002422435
"ASV51_UBA5446.sp900752445.GB_GCA_900752445_1.",7.78238261554053,8.00063404738653,7.36186013952193,-0.803095183646535,2.20504027026275,-0.284087899006731,0.336932614085315,7.16455866224142e-06,5.29825067658551e-05,8.96523983142044e-08,9.39243874205644e-07
"ASV53_Barnesiella.sp003150885.RS_GCF_902363425_1.",3.40559302445225,2.59552521752559,4.34912849380727,1.55550280725486,7.84023103014874,0.193470547702511,0.410000000310046,0.0153197003002113,0.0360414743435851,0.00808234201447423,0.0203594473459147
"ASV58_CAG.521.sp000437635.GB_GCA_000437635_1.",5.84020588837639,4.94597143190431,7.18570753149692,0.281107798713463,8.26094274003773,0.0320998272425489,0.475400000082199,0.269609970960125,0.370827090521575,0.522087159154662,0.611976689371813
"ASV59_Genus_Blautia_A",6.93719369891041,7.1637638052311,6.4385717729719,-0.88863009073006,3.22899661201923,-0.212912374653854,0.384923015801804,3.29985084693259e-05,0.000205292443992248,9.10255025005426e-05,0.00043582413323155
"ASV67_Coprobacter.fastidiosus.RS_GCF_000473955_1.",6.14234284070943,4.91616774401887,7.73849267386543,2.41730423785553,5.48148476169955,0.389369974508889,0.305538892984976,3.9048477672122e-11,1.19793752437736e-09,7.07697673817026e-11,1.87008043750265e-09
"ASV76_Phylum_Firmicutes_A",6.83810153914552,7.00994911070751,6.08006575044265,-0.81230623409754,4.06870937998969,-0.163024968542815,0.408200000316675,0.00120698145666099,0.00445676913985092,0.00286210329128284,0.00879853015424496
"ASV79_Paraprevotella.sp900760455.GB_GCA_900760455_1.",0.23033383182217,-0.545559916220534,2.00499654140566,2.43627075476853,7.04317691583838,0.320081611692308,0.348730254504023,5.60332075155529e-05,0.000256659375413062,2.58578874191338e-06,1.64468867997587e-05
"ASV80_Family_UBA1067",-2.73082684310177,-2.85139078001419,-2.47793727914077,0.354786409709476,4.62609507172779,0.0609977164327428,0.465400000115888,0.429967925135731,0.508728254217869,0.327912183149135,0.395462429400426
"ASV83_Family_Ruminococcaceae",9.09498916957913,9.19298436717226,8.78495428095927,-0.458624605001845,1.54723488990776,-0.246069692996573,0.375800000441224,3.462965266021e-05,0.000188293193382764,3.9552568459481e-05,0.000208797446309061
"ASV85_Parabacteroides.johnsonii.RS_GCF_000156495_1.",6.92090271450398,6.32407280410314,7.79658556231062,1.75054515388879,6.52612518277646,0.269083417180594,0.338800000599663,1.39327453231305e-05,8.00301989336613e-05,2.29600398600595e-07,2.13947224448827e-06
"ASV86_Ligilactobacillus.araffinosus.GB_GCA_001435375_1.",5.99930551158265,5.87548481516736,6.26870918844872,0.335270445758006,3.8942387966137,0.0741098037664042,0.459308138508815,0.442489957104095,0.545020334495464,0.212508558218828,0.304046977847598
"ASV88_UMGS1872.sp014237695.GB_GCA_014237695_1.",3.75221416649838,3.62648996898212,4.23761837042599,0.560710646791014,5.03194211275777,0.0969512497294962,0.451709658230805,0.385903450773273,0.487121885772682,0.0637135609594386,0.115046552307511
"ASV91_UMGS1004.sp900761685.RS_GCF_900761685_1.",8.25859348349802,8.46474754699858,7.77479963964543,-0.722208429567918,2.09819589721331,-0.272092117065611,0.340000000594177,1.64263293764847e-06,1.38985940730162e-05,5.77728272583796e-08,6.46102130618212e-07
"ASV93_Sutterella.wadsworthensis_A.RS_GCF_000297775_1.",0.0154092743172951,-0.0122682890662986,0.0733322262367118,0.142765716922868,7.09865811880157,0.019272230615639,0.488800000037352,0.55726897963209,0.642090511026597,0.646906077725831,0.712685909132221
"ASV95_Anaerotignum.lactatifermentans.RS_GCF_900142265_1.",8.04938424602731,7.91800229856003,8.50412861125348,0.62649684798776,1.91204737192848,0.270497897182802,0.36772645518296,9.68756609084289e-05,0.000514230536723889,2.79558753331558e-05,0.000153977068385677
"ASV96_Lachnoclostridium_B.sp002160985.RS_GCF_002160985_1.",6.3330197784833,6.22525232149411,6.55141533186756,0.247690481098054,2.15666794495391,0.0752344233541014,0.450200000167663,0.677006040743192,0.752023616772973,0.0886659322168401,0.150190593844722
"ASV98_CAG.196.sp002102975.RS_GCF_900552525_1.",3.06529908501536,1.97614058838001,5.52817853306689,2.45624237064,7.63902014353801,0.308157132454884,0.355728854753523,1.80046835019855e-05,0.000102295607726327,2.10024884675022e-06,1.52646037257599e-05
"ASV102_CHKCI001.sp900045905.RS_GCF_900045905_1.",4.59637545360913,4.68282266904795,4.19735330315493,-0.893275445330826,4.73995241594837,-0.164693436299287,0.418200000280165,0.00162940436545372,0.00557354027535275,0.0070621627788838,0.0184439802699985
"ASV103_Family_Muribaculaceae",1.66873937303855,0.262811286114458,4.95009922763516,2.6357436418268,8.27825621485378,0.313599869341146,0.364000000489552,0.000140040267036154,0.000592527707981101,3.21865410070345e-05,0.000164769325267913
"ASV104_CAG.475.sp002449145.GB_GCA_002449145_1.",6.5562785634406,6.43235942640509,6.92432802343859,0.271308025542918,5.00185443116633,0.0443160529710282,0.472705458999436,0.732040885238516,0.795879567032844,0.374612019460876,0.476846855129338
"ASV105_NSJ.54.sp014385095.GB_GCA_014385095_1.",7.45629348945991,7.67306609881694,6.78259771440472,-0.909931080841921,2.46202723443737,-0.255632809467415,0.3349330140146,4.79909617298558e-07,5.16046084313005e-06,2.23715093046034e-08,2.84895207408344e-07
"ASV108_Anaerofilum.sp002160015.RS_GCF_002160015_1.",6.16664876836963,6.15231421936477,6.18536407851816,0.00310341066759445,4.32540304247294,0.00069788798937247,0.499600000001334,0.28798463227537,0.393812158370705,0.867519967596232,0.901140175146013
"ASV109_Genus_Flavonifractor",8.72057021046106,8.68906365126389,8.77982210846342,0.0856013222051484,1.39788588243913,0.0503872750488205,0.474905019080029,0.767837060617745,0.826330651192688,0.46816152367968,0.562967950178905
"ASV110_Mailhella.sp900553065.GB_GCA_900553065_1.",4.72742654212632,3.91644368222761,5.44357026918989,0.891646022324522,7.09345286003918,0.116119741413986,0.437800000210593,0.0403604532204646,0.0809868059893716,0.0376890658913495,0.0749427734862733
"ASV112_Family_Megasphaeraceae",-2.27358604340674,-2.46523079965061,-1.80892096053271,0.793806058145513,6.06838568766193,0.114293114761587,0.434800000221093,0.0481601720478369,0.0846078179611351,0.086753423917129,0.127987614008199
"ASV113_Fournierella.sp002161595.RS_GCF_002161595_1.",2.86023613853357,2.79907099764586,2.99701511401611,0.896989376108821,7.75665492355217,0.104169213973712,0.455108978355152,0.214405551071811,0.306210573084628,0.133444708403206,0.206227540547661
"ASV118_Anaeromassilibacillus.sp002159845.RS_GCF_002159845_1.",5.69451369145699,5.69861414496456,5.68546562990618,-0.0603540993212492,2.95084376338091,-0.0167976794790244,0.490101979637072,0.237889270319225,0.339793444887182,0.670679997935146,0.742048412759617
"ASV120_Schaedlerella.sp004556565.GB_GCA_004556565_1.",3.14729417391687,3.34288053441013,2.77637538521386,-0.557640699589908,6.37691501110955,-0.0805174553623624,0.463400000122658,0.313723737993056,0.415214388015726,0.166717501531917,0.247982384767891
"ASV122_Enterococcus_E.cecorum.RS_GCF_000407565_1.",2.28169316912105,1.95932381414741,2.90961502682402,1.3298244005392,6.77779898187448,0.178748130811065,0.418200000280165,0.0423797250528647,0.0815424502592172,0.0220016523537542,0.0469726352162447
"ASV127_Family_CAG.239",3.50530784938879,3.20765124022484,4.37819144346267,0.67746374138801,7.29662771863409,0.0851608454716132,0.457800000141676,0.145527203791734,0.225526475462744,0.0620247278444299,0.111371692007512
"ASV128_Family_Acutalibacteraceae",7.87182564793037,7.85700993792335,7.9161390953898,0.0171597030090593,1.81297759750168,0.00659841778246649,0.496200000012667,0.329714460967904,0.441116506809877,0.897492306761348,0.923083134936688
"ASV129_W0P29.029.sp004558035.GB_GCA_004558035_1.",-1.34044025496437,-1.80005667400307,-0.131998451163859,1.87579473144146,6.25769761455908,0.258443869967293,0.376000000440421,0.00023424250156559,0.000863542121124534,0.000110371083079388,0.000427720348446022
"ASV132_Duodenibacillus.sp003472385.RS_GCF_003472385_1.",0.49923258420933,-0.258223877714218,2.36259034571741,2.07676899552726,7.70131276823133,0.261736825626269,0.376200000439617,0.000466470082493469,0.00162524469123223,8.52045930768291e-05,0.000379432682964644
"ASV133_Agathobaculum.sp900291975.RS_GCF_900291975_1.",7.6846827701154,7.5223436267536,8.03290537673513,0.497926782682512,2.58279142410303,0.151975379511667,0.41860000027872,0.111056893844727,0.184880955718285,0.00660179963816196,0.0174957984236915
"ASV134_Genus_Oscillibacter",7.00179845420535,6.94916848579757,7.16138213990924,0.067608678560819,1.88589428712504,0.0268171075888103,0.484400000052051,0.605423321222935,0.693057112176845,0.473856334774929,0.568733840307796
"ASV135_CAG.831.sp902388455.GB_GCA_902388455_1.",1.33294261264018,1.20631985726327,1.53835992874069,0.835042571349011,6.02980797366551,0.127890527648146,0.439712057792325,0.0923638899403841,0.150413589264564,0.0447422120525806,0.0830873440698401
"ASV137_UBA1067.sp002449695.GB_GCA_002449695_1.",-1.53483420209473,-1.72569421797827,-1.10571089726665,0.850542305433485,5.76830626843141,0.127269875133385,0.437112577697412,0.282305672555047,0.364134605668724,0.127223156269343,0.183058542260729
"ASV142_Dialister.sp900765565.GB_GCA_900765565_1.",6.93106183392771,6.76283685619271,7.16011050015897,0.352899790590685,3.76963911314297,0.0703600496077997,0.446000000182124,0.0392969726883771,0.0789474661532627,0.0625515613465134,0.114008272816982
"ASV143_Genus_Ruminococcus_E",2.97072552616487,2.29490382588055,4.13218520705348,1.85132658584546,5.91283435774745,0.296391264445075,0.354600000529438,7.43544971765887e-05,0.0003133555301038,6.25668202244027e-07,5.12600645616816e-06
"ASV150_Dysosmobacter.sp001916835.RS_GCF_014297285_1.",6.70336146081628,6.93905177902457,5.81979050220301,-1.21508667168707,2.66866324542075,-0.355717097336936,0.284943012276945,4.24860737053109e-10,1.27592229987434e-08,1.02328123543334e-12,4.38855151119789e-11
"ASV155_CAG.180.sp900315985.GB_GCA_900315985_1.",5.4185480504233,5.97739295333419,4.36524947256223,-1.70187839540982,5.44346452131726,-0.274890362769119,0.358800000511455,7.86466955996514e-05,0.000411887167902859,8.6098732638453e-06,5.61846250761332e-05
"ASV156_Prevotellamassilia.sp004558535.GB_GCA_004558535_1.",6.29276723649213,6.82918976889968,4.75991333610217,-2.15346467222324,3.74079970481837,-0.497574775313417,0.240151970792262,2.32143944221572e-12,1.35247202528134e-10,1.61662840506427e-17,2.88003928613226e-15
"ASV157_Romboutsia.timonensis.RS_GCF_900106845_1.",1.18410648480187,2.03722393633719,-0.144731508683895,-0.951025343299783,7.56599202230623,-0.110479094732406,0.449600000169725,0.197600525863807,0.28739388004585,0.112638472035533,0.177080895667669
"ASV161_CAG.495.sp001917125.GB_GCA_001917125_1.",7.03543129894596,6.81491772352314,7.44301822410872,0.691514189022626,3.83610350698356,0.144423548473784,0.411517696765062,0.0201831832158687,0.046255787304492,0.00306244872625337,0.00928565459929228
"ASV162_Genus_Ruminococcus_D",5.95859699654821,6.20035712537156,5.24256576139777,-1.21092019936128,4.41685437533419,-0.250177463289784,0.348000000558259,2.56625981692156e-06,2.18160405920769e-05,1.68154864642834e-07,1.61849259369406e-06
"ASV171_Fusobacterium_A.necrogenes.RS_GCF_900450765_1.",-1.10785374295573,-1.50875290162609,-0.152912969637049,1.48028353373498,6.3777277206001,0.213086829441336,0.394521096148669,0.0015827328560563,0.00456080086673722,0.00227853717544392,0.00610188023588055
"ASV175_Erysipelatoclostridium.sp002160495.RS_GCF_002160495_1.",5.86701770665287,5.897403124559,5.79720681458969,-0.229534566876016,3.9665188540263,-0.0483657550456101,0.465906818750402,0.0361222793582786,0.0763549907217757,0.312374422622523,0.413303970990814
"ASV177_Eisenbergiella.sp900066775.RS_GCF_003481005_1.",4.83995869838637,5.44535558010381,3.47373025871235,-2.18893745889629,4.6491669324284,-0.429415309174883,0.302539492881093,1.11123370609373e-10,4.07520724724767e-09,6.86067766345237e-12,2.39176620377314e-10
"ASV178_Family_Bacteroidaceae",-1.91197217800943,-2.25300779934319,-1.07562270749079,1.44469956126009,5.19112481093116,0.247266238302567,0.390721856011254,0.00445690370578709,0.0103212635644406,0.00175102765000249,0.00445980802348925
"ASV194_Class_Bacteroidia",5.46036278245669,4.49184817919396,6.87549883658906,1.67767757607118,5.52242814072392,0.274653746369127,0.361200000501297,5.67024920465478e-07,4.6727734461891e-06,3.30665315713279e-06,2.39707199215424e-05
"ASV201_Gemmiger.variabilis.RS_GCF_000157955_1.",5.04189397701978,4.82995108715862,5.57353984794813,0.738883564851243,3.88997688120601,0.151268518320992,0.406400000323331,0.0200496543430203,0.0439717906813722,0.00195110915840956,0.00635760632359072
"ASV205_CAG.492.sp900557045.GB_GCA_900557045_1.",8.95412257417677,9.17837067616191,8.38274051510572,-0.819769073008553,2.10458075852337,-0.315249721352426,0.331000000635991,1.20764357401883e-07,1.51466815909992e-06,6.79806922982662e-09,9.85165605289349e-08
"ASV210_Class_Bacilli",3.77961850474043,3.88128448821007,3.43692450615965,-0.560304865456293,6.07816812052628,-0.0825156685570735,0.455800000148493,0.138847062149992,0.219718835471842,0.141933582442863,0.218382588507671
"ASV211_UBA10281.sp900767815.RS_GCF_900767815_1.",7.1145136026276,7.33125514010039,6.71409701919869,-0.758889953346777,2.36980275806853,-0.216922965940259,0.347400000560914,3.24100766698724e-05,0.000197409991606757,1.36844959643492e-07,1.34331474268215e-06
"ASV213_Massiliomicrobiota.sp002160865.RS_GCF_002160865_1.",5.20757326809213,5.11667377714679,5.35373268762338,0.0849980432415389,3.50275357341329,0.0163628611904972,0.487200000042695,0.316990545542615,0.422258342291962,0.570346183285717,0.655662216201943
"ASV218_Turicibacter.sanguinis.RS_GCF_013046825_1.",-1.92867876637265,-1.79653928449919,-2.16920364541696,-0.696928240339585,6.76425440125871,-0.0906180420862165,0.452200000160803,0.0917889584835643,0.14783996479704,0.183539380330886,0.24663906149156
"ASV226_Ruthenibacterium.sp900546885.GB_GCA_900546885_1.",5.79191595927442,5.71275608732542,5.97345452641802,0.166706969667501,3.55288958912193,0.036334693080948,0.478504299211928,0.400475080681865,0.506988595927777,0.443184422129919,0.541442963954781
"ASV228_Gemmiger_A.sp002160955.RS_GCF_002160955_1.",4.58100256469912,4.67600454276915,4.25279488694073,-0.396439682977658,5.45096487252595,-0.064455228159521,0.466000000113859,0.205229961992727,0.298932446062318,0.274123633614217,0.371746899344858
"ASV230_UMGS1518.sp900552575.RS_GCF_903645315_1.",-1.60499948421373,-1.80939686670317,-1.1427753615695,0.781099409865443,7.43258200023467,0.0990719541855433,0.44820000017454,0.188900477100493,0.268425640692708,0.156302046778438,0.218509203555057
"ASV241_UBA7173.sp004102805.RS_GCF_004102805_1.",-0.0800508935827091,-0.539223428661264,1.2091185442057,1.58707197572537,8.27095950394183,0.188549784876238,0.414200000294677,0.00582640915381038,0.0152628944717917,0.00838326515933659,0.0197917559033758
"ASV243_Genus_Streptococcus",-0.629269581051069,-0.335559971271568,-1.10762197924708,-0.730374826449275,7.18400891181154,-0.0980665916240969,0.456000000147811,0.207480424552437,0.292292259651681,0.16590180847033,0.235452720403789
"ASV247_Eubacterium_R.sp900539845.GB_GCA_900539845_1.",3.92466905651599,3.87295808262053,4.07796603859877,-0.0437144564102629,7.43300477846144,-0.00570890701487921,0.497200000009334,0.716600626928678,0.782929308867438,0.865415969603059,0.898246729619073
"ASV248_Massilistercora.timonensis.RS_GCF_900312975_1.",4.97422569573831,5.12038703821228,4.69543330824926,-0.449026873263376,4.11141873993256,-0.0892716785104052,0.442200000195276,0.104577246075676,0.177014851824431,0.0700914880071697,0.124607411510299
"ASV249_Mucispirillum.schaedleri.RS_GCF_000487995_1.",-1.93404425246407,-1.96110681185444,-1.87895970699894,-0.119767775708878,5.65170881619746,-0.016506722131256,0.490101979637072,0.494491963100468,0.575404866720679,0.591979093076786,0.660805873505325
"ASV260_UMGS1781.sp900554635.GB_GCA_900554635_1.",8.51668528008473,8.67454446027857,8.11439530557923,-0.744637204532702,2.09805543599531,-0.30475547301969,0.33993201419153,1.83201672618312e-07,2.03060267489836e-06,8.30797445720056e-08,8.76024116770923e-07
"ASV261_Genus_Methanocorpusculum",2.41876926077625,1.63612025913206,3.68578191847308,1.12717104194533,7.45998637747963,0.149625381888843,0.419400000275834,0.0117889659072838,0.0276964097845287,0.00456699674200972,0.0123871162208672
"ASV262_UBA1436.sp002432025.GB_GCA_002432025_1.",-1.51795662498211,-1.75574510518228,-1.00136391180398,0.731187280718122,6.44335633015376,0.107811658593793,0.449310138143058,0.436175733554123,0.52302928008416,0.191917326908229,0.258702108555621
"ASV276_Extibacter.hylemonae.RS_GCF_008281175_1.",3.75597496973467,4.02323768522631,2.26522965523405,-1.04728622760716,5.24977058550484,-0.180697658776027,0.413517296837739,0.00292935549922036,0.00901320114952786,0.00161372071401489,0.00534596032927085
"ASV281_Odoribacter.massiliensis.RS_GCF_900091655_1.",-2.05178822529549,-2.24784653367695,-1.61692521109221,0.730443758901559,7.02976735343899,0.0909666777593977,0.445910818018792,0.215211605190503,0.296464905102033,0.186546656245818,0.248487057459176
"ASV301_Merdibacter.sp900543035.GB_GCA_900543035_1.",4.99136565779754,4.93705291981125,5.15159127204784,0.313529349737675,5.03821796776845,0.0570223640313674,0.466000000113859,0.753938462262508,0.813209978786417,0.368066340943572,0.469482787779549
"ASV309_Order_Enterobacterales",-1.71525775201906,-1.94800658689097,-1.18141924780989,0.633068049621366,5.94578028707185,0.0976135392492415,0.451109778208866,0.294342121126128,0.37699653445332,0.129696835436802,0.184328670176459
"ASV311_CAG.354.sp001915925.GB_GCA_001915925_1.",2.64346689367436,2.974628078157,1.69703159714305,-0.844746634561262,6.70396822890367,-0.118493787005753,0.4433113379238,0.0740390204226572,0.132068117698959,0.0689555500196556,0.120932407550646
"ASV312_Olsenella_E.sp002159625.RS_GCF_002159625_1.",-2.44041327586648,-2.50552633332624,-2.30374734166372,0.196012054694974,5.91482146749832,0.0278126283436047,0.48470305943914,0.576948101847287,0.653821929444189,0.525962616258598,0.596449175174309
"ASV324_Vallitalea.guaymasensis.RS_GCF_003313305_1.",3.6188411221605,3.92028347626372,2.75761307964339,-0.975880695737301,5.50149088474464,-0.160490395821529,0.409200000312989,0.00990234029895755,0.0247481903957456,0.00315249439131801,0.00927270840761394
"ASV325_Family_CAG.138",2.15491299696777,3.00755699411321,0.748408691240452,-1.65570087663684,6.17759075715394,-0.254735621857451,0.384123175772943,0.00407025305301634,0.0113467227648693,0.000924203536901112,0.00317037979972741
"ASV328_RUG13077.sp902785485.GB_GCA_902785485_1.",5.01196386980971,5.37913969433657,4.08366993431624,-1.40856688582469,3.30942928168901,-0.363473991308683,0.268546291723381,5.3396018918844e-09,1.02586944962309e-07,6.20631423808997e-15,5.28275860789849e-13
"ASV334_Butyricimonas.sp003479425.RS_GCF_003479425_1.",5.73290667118909,5.66360215260786,5.8694678287215,0.361401737851902,5.76688752447454,0.0552132855540599,0.467600000108456,0.259667134146079,0.358739689477721,0.349034076258156,0.45042859328043
"ASV335_Veillonella_A.magna.RS_GCF_000428745_1.",-1.79379869008776,-1.92531191149761,-1.51860018730344,0.432079310052436,5.95604371428879,0.0645848587329919,0.465400000115888,0.205540954237891,0.282593219629233,0.305541780833481,0.379911852948543
"ASV337_UBA1417.sp003531055.GB_GCA_008681155_1.",4.50604277043459,4.57390385588116,4.27762417899147,-0.275270047441817,3.21432732475717,-0.0624287155121229,0.455908818384416,0.0948911239667649,0.162415570295852,0.111267642925373,0.179674851337972
"ASV348_Bariatricus.comes_A.RS_GCF_013300725_1.",3.30502704787456,3.75326454429986,2.31387660472175,-1.44298046543101,4.75549130221048,-0.263006542875057,0.365726855111245,5.33659621352112e-05,0.000279934118902923,7.03128217794086e-06,4.57915914464974e-05
"ASV356_Spiro.01.sp900769955.RS_GCF_900769955_1.",-2.85149039800306,-2.94866256150847,-2.64346094753254,0.311501086262884,4.57486139538111,0.0588098384224916,0.464707058706467,0.407474058574792,0.484578237217201,0.361396186869747,0.429449953788874
"ASV358_Lachnoclostridium_A.edouardi.RS_GCF_900240245_1.",1.80859515154996,1.91201586450553,1.57371670712145,0.200040787311456,6.68074308760187,0.0287843726911863,0.486800000044031,0.475883383002005,0.566949640660742,0.566555858913492,0.646068376463225
"ASV366_UBA11452.sp002069785.GB_GCA_002069785_1.",1.48521133970671,1.20957731680896,2.13611925583352,0.357304039463654,6.38683031982584,0.0547480164849935,0.473400000088918,0.462063630538646,0.551720225376814,0.364930338879425,0.456800232536961
"ASV367_Intestinimonas.timonensis.RS_GCF_900626145_1.",6.60978834160455,6.43572205482306,6.92234307375434,0.360201042196492,1.91437221235254,0.137403284557767,0.416600000285956,0.564654748897181,0.654131510886569,0.00330859237694552,0.00977378774560547
"ASV373_UMGS268.sp900540175.GB_GCA_900540175_1.",-0.12961498446434,0.22231929196029,-0.607458992450554,-1.00141045532217,7.26188085985921,-0.129168415110254,0.443711257938412,0.0918961185071717,0.153012417280469,0.0949752841395201,0.150635111407039
