"","rab.all","rab.win.PA2","rab.win.PA3","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"ASV157_Romboutsia.timonensis.RS_GCF_900106845_1.",0.871009982620471,-0.106644828444668,2.57499748219955,1.47020943067701,7.24479423292649,0.184209975907698,0.420600000271514,0.15774139665096,0.241064016887409,0.0885281116265197,0.151139926961474
"ASV161_CAG.495.sp001917125.GB_GCA_001917125_1.",7.44993349145163,7.48034388875699,7.33326841699508,-0.324451150403613,3.49690614485234,-0.0738482803333692,0.452800000158748,0.427453663164446,0.548747966678102,0.285487509900871,0.398307502415812
"ASV162_Genus_Ruminococcus_D",3.95438582536578,5.27981382782405,0.614272121898022,-3.87235385610403,5.96187359828829,-0.621612936593074,0.228954210437134,3.43960258197798e-08,2.49960990909115e-07,2.45990064438667e-10,2.21502860059197e-09
"ASV171_Fusobacterium_A.necrogenes.RS_GCF_900450765_1.",0.0957339502286692,-0.120164588267558,0.800536038982901,1.30932971052544,8.58196443778925,0.148172034601789,0.43520000021969,0.0740583139011486,0.132854836885419,0.146786516038987,0.224560211247442
"ASV175_Erysipelatoclostridium.sp002160495.RS_GCF_002160495_1.",5.2968126313009,5.83209784025205,4.68733525315384,-1.28389366826874,4.77560747821547,-0.229197299796859,0.356528694782086,0.0669882099330124,0.125467558436306,0.00121591406084063,0.00385887243793634
"ASV177_Eisenbergiella.sp900066775.RS_GCF_003481005_1.",2.96341017416519,3.50803110082314,1.87447344841058,-1.83183830122467,5.34475260186667,-0.313159356505521,0.340600000591444,0.00209646079049583,0.00630918239179363,0.000378979690474646,0.00131727196635605
"ASV178_Family_Bacteroidaceae",1.15184840675025,-1.03127882434558,7.75721596560815,8.59536568513032,4.785695119589,1.67917737487859,0.0466000085043063,6.73194488891197e-24,2.29721208874851e-22,8.74621085491525e-26,4.79571739986353e-24
"ASV194_Class_Bacteroidia",5.07954386912357,6.9134041616714,2.91894154797374,-3.92423005144081,4.28507913698949,-0.81481604630937,0.176164768905293,2.63754467019058e-10,2.29711308489939e-09,5.267063820811e-14,8.55717160393671e-13
"ASV201_Gemmiger.variabilis.RS_GCF_000157955_1.",5.08482572916753,5.60661527214658,3.90349884373693,-1.54666636251741,3.92980683525262,-0.339074159927963,0.319600000691328,0.00210223664532552,0.0064826444875002,1.04025417483545e-05,4.72483134945407e-05
"ASV205_CAG.492.sp900557045.GB_GCA_900557045_1.",7.85169029794518,8.42139192506735,6.91964119126367,-1.41877844772038,2.56927044300325,-0.441478351677812,0.280200000908169,0.000367448869577418,0.00133723341208949,6.92095739320474e-08,4.28958745021776e-07
"ASV210_Class_Bacilli",1.49417159298998,3.47337575915748,-1.83695831334188,-4.46181078674095,6.43123667578622,-0.65444808782688,0.245000001148803,3.10313192276773e-08,2.15412524522751e-07,1.01407084336614e-08,6.42056275899792e-08
"ASV211_UBA10281.sp900767815.RS_GCF_900767815_1.",6.05332245251013,6.7501123624264,5.08609179932412,-1.73209524757424,2.52662108677297,-0.537363706498229,0.215400001403329,0.000735446517442168,0.00230364598157225,7.71900764506918e-11,7.86821148390007e-10
"ASV213_Massiliomicrobiota.sp002160865.RS_GCF_002160865_1.",5.12559696350599,5.39719014298551,4.22323236096257,-1.04308833703064,3.95227713351155,-0.213996035821069,0.359928014903588,0.0995465560494765,0.172745992663689,0.00161477337164209,0.00493274829446679
"ASV218_Turicibacter.sanguinis.RS_GCF_013046825_1.",-1.40602334746139,-2.13566749494697,1.39584746435063,3.25511830106607,6.02000962934286,0.469046945714229,0.291800000839572,0.000831204123569686,0.00233151387940653,3.49593720142234e-05,0.000126279580995424
"ASV226_Ruthenibacterium.sp900546885.GB_GCA_900546885_1.",5.34747786197111,6.00732165735328,3.59070107862065,-2.2539431474651,4.68891619961546,-0.421340319913803,0.298940212756763,0.000368027364469486,0.00134420408408732,2.64274444396968e-06,1.32528266297478e-05
"ASV228_Gemmiger_A.sp002160955.RS_GCF_002160955_1.",4.65569845218138,4.29449802101978,5.23075658369144,0.884863416602351,4.47424369774176,0.169862453316835,0.406800000321849,0.00149773749193931,0.00460954582094977,0.020115562655436,0.0454249795904855
"ASV230_UMGS1518.sp900552575.RS_GCF_903645315_1.",1.05023564474413,-1.10487653263738,4.52662087898118,5.20613307943969,5.56301974994481,0.791834361569811,0.233800001238341,3.12825841962745e-11,2.93011156002823e-10,7.23959476607355e-10,6.04754666377664e-09
"ASV241_UBA7173.sp004102805.RS_GCF_004102805_1.",4.46136520178359,1.24962878597597,5.5607915311164,3.11753424605424,6.28332090500856,0.449432727746552,0.344131174340506,4.08072044770991e-06,1.91988282472898e-05,0.000533981371885437,0.00183368755341374
"ASV243_Genus_Streptococcus",-0.559203309325604,-1.08797921332713,1.16969051607902,1.50815680109497,6.71867939073785,0.207680143412663,0.416400000286681,0.136678749801621,0.21041381998208,0.0588067567102232,0.104303605518122
"ASV247_Eubacterium_R.sp900539845.GB_GCA_900539845_1.",3.53436675765118,4.12019763046454,2.53983914961709,-1.22200459550857,7.21695299166077,-0.16299992880477,0.428800000242245,0.190632557761375,0.289259920857639,0.101362834420326,0.172003302226795
"ASV248_Massilistercora.timonensis.RS_GCF_900312975_1.",4.58778515219003,4.73292882466868,4.39691301399923,-0.319463430064318,4.00960407803785,-0.0613028440049662,0.459800000134872,0.725252397988849,0.800776988145704,0.281337088958336,0.392539355741359
"ASV249_Mucispirillum.schaedleri.RS_GCF_000487995_1.",-0.0587088510094826,-1.82994774918347,7.70888443571801,9.44670648519478,3.93287428982048,2.32082845624774,0.0330000121953593,2.00371749663706e-53,3.76171745737099e-51,7.73636422062107e-28,1.02740803005647e-25
"ASV260_UMGS1781.sp900554635.GB_GCA_900554635_1.",7.80974424685431,8.15064979375004,7.22562272164347,-0.753984270042774,2.31216772454669,-0.263326308184804,0.367200000476264,0.0827779856038833,0.15147732235352,0.00184753829879019,0.00556428783335397
"ASV261_Genus_Methanocorpusculum",2.18604793606297,3.73302604766548,-0.393433667213806,-3.05675527859053,6.88138618993742,-0.431649869349667,0.311337733186489,6.91967857550231e-05,0.000284510395977678,1.58946538974625e-05,6.6844934433449e-05
"ASV262_UBA1436.sp002432025.GB_GCA_002432025_1.",0.837612667904891,-0.972719652158927,6.27668159915056,6.39756598374836,5.44393267351946,1.07805857068589,0.1235752878382,2.11881860880907e-14,3.0530214843625e-13,1.07592186555212e-17,3.10485357978443e-16
"ASV276_Extibacter.hylemonae.RS_GCF_008281175_1.",1.07812645324876,2.3064434648345,-0.733686564312047,-3.17624347427181,5.47460730764665,-0.525614953525102,0.274345131918002,5.32239106227881e-06,2.05305386868521e-05,7.24005977198783e-07,3.45604105904726e-06
"ASV281_Odoribacter.massiliensis.RS_GCF_900091655_1.",-1.2134675573952,-1.57076907404305,0.0410286570673248,2.0766017831524,7.96659435329365,0.246906475605416,0.399920016344185,0.0447683760592657,0.0854593308738923,0.0348479934920336,0.0656380774160303
"ASV301_Merdibacter.sp900543035.GB_GCA_900543035_1.",4.83175229676423,5.19080585611627,3.91263705875846,-1.37804344542138,5.75693064437453,-0.223563090593339,0.358600000512305,0.0120854240563613,0.030117896358496,0.00114284525987079,0.00363589418715259
"ASV309_Order_Enterobacterales",0.955713355400881,-1.16584328018203,6.1532717655358,7.40439674983122,4.29044805124275,1.64141916663708,0.0442000089909055,7.43306227606566e-29,3.98255398147891e-27,2.70837391411164e-26,1.6606853480542e-24
"ASV311_CAG.354.sp001915925.GB_GCA_001915925_1.",0.809186010557081,1.75002315695381,-0.825165427241456,-1.77889158713123,7.07364701051271,-0.235557260581158,0.393921216126962,0.0262991515550411,0.0559653439122625,0.0183958132806589,0.0396673315113961
"ASV312_Olsenella_E.sp002159625.RS_GCF_002159625_1.",-0.950589196663768,-2.2877236193561,6.46056176919872,8.49230495491488,5.76474464851393,1.26004473879675,0.121600002952187,6.9372489013541e-16,1.16953761957611e-14,1.91159274953726e-17,5.11917742308141e-16
"ASV324_Vallitalea.guaymasensis.RS_GCF_003313305_1.",1.33358085533063,2.80299744986563,-0.971655221865666,-3.2229524359201,5.67038034228297,-0.531956433578704,0.266800000993434,3.96869639950902e-06,1.91551752575858e-05,2.97911341831035e-07,1.57459907714899e-06
"ASV325_Family_CAG.138",1.58811259130455,0.789980550399582,2.71257072959806,1.21090340041788,5.28442874448776,0.200857939748282,0.41020000030931,0.0382899622019412,0.0730445671404575,0.0376557801840141,0.0751841472502419
"ASV328_RUG13077.sp902785485.GB_GCA_902785485_1.",4.14123001501836,4.12261333368738,4.17293765957785,0.143264219637372,3.62537291553971,0.0298218817039739,0.476600000078171,0.159139015721365,0.24388699929022,0.551848458829366,0.653785535361055
"ASV334_Butyricimonas.sp003479425.RS_GCF_003479425_1.",5.20788593644949,5.91130572167673,2.20887161996245,-3.26388720876777,6.641943433138,-0.469206805069522,0.267746451696642,3.10854144182563e-06,1.68823832722678e-05,8.64772669216164e-08,5.19072522015697e-07
"ASV335_Veillonella_A.magna.RS_GCF_000428745_1.",-1.6741195659584,-1.47851900100945,-2.04762763096847,-0.654773924613394,5.88972056848465,-0.100470637597474,0.449310138143058,0.22774696295462,0.314075697863764,0.320438466346164,0.406165375817367
"ASV337_UBA1417.sp003531055.GB_GCA_008681155_1.",3.47580359524594,4.31413487583191,1.90196969458169,-2.41179434696862,3.85260985310076,-0.541296166902702,0.228754250430866,8.745441563978e-06,3.99327893372395e-05,2.52187528358565e-10,2.29586186559852e-09
"ASV348_Bariatricus.comes_A.RS_GCF_013300725_1.",1.19074853773817,2.35425528049619,-0.432688632575164,-2.70831955970433,5.20705154743019,-0.474767742866154,0.284543092263329,2.19721008980531e-05,9.40648120426712e-05,1.51286085186313e-06,7.38778055718096e-06
"ASV356_Spiro.01.sp900769955.RS_GCF_900769955_1.",-1.71343851070052,-2.62205846024879,3.65030821923136,5.96743743875201,6.08795136728431,0.869474237049899,0.186200001725736,2.92142139206449e-09,2.15578914265257e-08,2.32639701023569e-11,2.11830012869004e-10
"ASV358_Lachnoclostridium_A.edouardi.RS_GCF_900240245_1.",0.11865503101282,1.60734529814237,-2.18868301771251,-4.00242930265473,6.35387700082486,-0.579950885329809,0.25860000104924,6.25572283337271e-08,4.1016516856841e-07,2.02175799068418e-07,1.03456578859507e-06
